"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"Congo, Rep.","COG","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8699.52683870615","8658.16145286005","8636.63719209923","8302.69726834941","7617.60750274811","7701.32468533336","7812.04779971641","7599.04815388587","7711.6321257605","7312.32665071621","7570.58279297342","7567.43916817104","7729.3889014189","7577.45630456352","7577.44597274153","7876.11806658285","8192.57979719023","7375.82454100145","7587.28826163492","8138.45033818822","8583.66179834288","8492.42098392103","9079.68656400891","8798.49382506314","9159.25664414045","8977.70681641417","8001.8255194505","7372.77046737599","7029.33651566257","6939.36913397466","6350.50913409722","6263.21161292636","6205.1050414034","6172.28776650683"
"Colombia","COL","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10181.1326017783","10178.3702985331","10382.3583911912","10725.1795568464","11127.2029123077","11484.6658027028","11509.2362335761","11692.8993668484","11550.728291598","10874.4469226186","11010.6713619493","11020.8091709017","11124.361642401","11387.2113294394","11819.6018125448","12218.0536831251","12867.0454097388","13561.1540391961","13838.8851880649","13834.4975553633","14293.0211375764","15123.1933986543","15558.0905079423","16202.3967577501","16780.8720073332","17128.1072262871","17313.2876303232","17295.7628515123","17416.0142279764","17652.8965222983","16150.7242148835","17700.0596815076","18788.4053277965","18692.3845274216"
"Comoros","COM","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3011.43451135872","2780.4069689429","2955.59819582048","2989.37067901348","2781.94235300127","2832.76455694623","2748.43639322757","2810.38336463142","2797.82915919835","2801.3002710942","3046.13434818734","3053.73965529134","3059.31015568292","3064.05657264856","3064.22638568252","3087.51661967786","3105.95685870731","3069.02472651577","3127.93079858258","3165.71371028549","3220.64298000629","3287.71724408205","3324.33949142027","3400.17312855389","3397.09258757941","3364.29622883082","3405.43519935153","3465.63055618837","3522.40501551473","3516.12668473385","3441.07041189391","3441.21155585858","3463.00574300891","3498.80327064529"
"Cabo Verde","CPV","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1848.75865235574","1830.07599656211","1984.68062998835","2111.62140814748","2465.9939315017","2763.39733371857","3022.88825211585","3302.9740337536","3657.38118993776","4006.47964718799","4510.13573659758","4540.90731780518","4710.2410491228","4841.265398715","5268.30312485708","5565.76951208069","5941.38218091511","6767.40677380347","7169.13944155367","6994.5740991365","7072.12150207342","7325.78441834692","7397.82220702474","7440.66242650114","7491.02198228243","7560.13649202469","7881.30336227784","8234.56000312459","8531.12961646549","9111.62993173269","7207.86853962048","7685.41921393669","8850.1066918812","9288.4021703944"
"Costa Rica","CRI","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11085.4522343574","11051.7237329905","11766.9790364534","12290.8306491673","12534.7414067496","12745.0166931281","12617.8984442224","13011.548816067","13643.552085136","13926.7896187923","14187.7160148488","14422.2292798717","14670.7185097208","15070.8311002272","15507.9869576556","15893.2486166138","16820.4647896635","17957.4937242802","18555.0008022298","18148.7637634968","18885.8473571885","19487.001402362","20201.3887557684","20476.1346922208","20974.7275457553","21510.9765122638","22189.87811302","22895.2321407665","23282.6043814522","23646.4082094375","22479.5898469453","24140.4341568516","25131.0259992459","26292.7714760841"
"Cuba","CUB","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Curacao","CUW","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34307.297560701","35339.2425499255","35436.1757496771","34812.9662126294","34288.9126433288","33651.6737837769","33335.02439129","33490.4235492756","33795.30103954","33397.5653184391","33004.7202352652","32704.520307818","32321.0395469117","31753.544205374","31128.8038519933","30861.4759368709","30209.9401511272","29729.2508428073","29256.9628907193","28659.8000348261","23751.6172194161","25163.9936597935","27327.4171887821","28886.6874923723"
"Cayman Islands","CYM","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92169.884857511","92300.4727413432","89338.2864962161","80594.0775425264","76259.0297427203","75059.6580678761","73948.0258173713","72954.5195878284","73017.594917444","73281.0447634718","73907.2260440292","74564.7386458281","76088.8950622285","77440.552064534","72149.3268887498","74150.8580949692","76359.0908832118","78109.3506593441"
"Cyprus","CYP","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28318.751953125","27799.17578125","29613.859375","29109.646484375","30196.076171875","32133.318359375","32020.083984375","32403.1171875","33964.21484375","35264.91015625","36973.19921875","38022.54296875","38988.72265625","39528.17578125","40963.37109375","42337.1875","43599.3828125","44856.8359375","45339.75","43249.2890625","43094.9921875","42184.421875","40114.26953125","37558.9609375","37300.1875","38795.7109375","41156.76953125","43120.65625","45269.44140625","47283.45703125","45244.8515625","49929.83984375","52882.28515625","53420.68359375"
"Czech Republic","CZE","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29202.9872202097","25873.1148472454","25715.7510364162","25704.9367589348","26443.2194391442","28105.5868700515","29311.2849565222","29168.0524305088","29080.9177674455","29511.8963384851","30781.7163657601","31798.9373209018","32342.5304813882","33419.6681773086","34991.8858421275","37171.1756913532","39525.9074747408","41452.8139274299","42184.3353452625","39932.0402802526","40896.7302911854","41535.613357695","41157.8808582588","41127.0276816335","42006.170352003","44002.5657131555","45051.6107564602","47256.6844534202","48431.9523889134","49961.7957257172","47196.4504570677","49995.7048177559","50617.6987469758","49681.058065333"
"Germany","DEU","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42657.6534861489","44511.2223856546","45063.813152166","44332.8053728728","45326.8953306714","45874.2243231129","46216.4912825965","47004.8979967136","47982.9296108794","48973.3580454753","50314.2544422914","51051.7136437068","50849.5928741914","50552.131059834","51150.8364917602","51633.1861414117","53684.5462514737","55309.9974946398","55919.7678940723","52952.9288483678","55233.3155151535","58381.2185519778","58548.1013015767","58614.0521222012","59636.5531443403","60099.6355458738","60984.4780503645","62407.1641635684","62914.5452443963","63392.9488270416","60747.2737702682","62950.048090848","63353.9413427542","63578.141098086"
"Djibouti","DJI","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4446.413425377","4675.4518168801","4940.6316223691","5204.13108447602","5398.75077138447","5566.58128892774","5784.44800821916","5773.20749301878","5947.86088370479","6083.64368190087","6400.62016334753"
"Dominica","DMA","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10409.117736709","10599.7985960548","10810.3890270874","11026.8677683114","11023.6842384446","11359.1049170757","11721.6697194031","11997.0473764645","12481.3622047047","12571.7516926789","12933.3763191895","12967.3270640923","12586.050836082","13353.6269812235","13737.351145971","13810.3495138773","14438.7118129373","15346.8543380667","16438.0414010816","16243.4244956821","16353.8707601385","16271.4691231993","16084.0142472222","15786.8264759708","16382.6718477171","15926.804831029","16556.0160260244","15710.7113748193","16344.8995689748","17318.9628927132","14508.9226429359","15594.2853457545","16557.6406670121","17420.2512475009"
"Denmark","DNK","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46233.2730035735","46785.8618442244","47574.6752918296","47379.0244458617","49719.409875264","50963.7018525091","52143.5528991443","53572.6194304076","54620.1601844604","56055.1212477097","57948.6112149471","58289.9052181203","58369.2357129894","58467.4431081295","59935.611756104","61181.08267248","63307.6513739038","63649.7162285154","63012.8630101653","59558.76073201","60233.3645733071","60772.1679346683","60540.6398658611","61128.3962149424","61596.4967611411","62450.0186860908","63868.7591478129","65398.7931738401","66285.7289914118","67179.1230474676","65791.1094251237","70342.3173011589","70865.4404890363","72097.3038273778"
"Dominican Republic","DOM","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7283.26514448824","7202.27953088698","7851.6625255955","8266.62192218956","8320.40063061566","8630.22518645459","8981.2818954165","9610.38342448813","10087.4848082092","10514.8052537037","10828.0867688395","10921.2606213166","11242.0718313323","10932.235090674","11060.1599596071","11945.3157357793","12879.0658881894","13666.6876903837","13932.2340455469","13886.8842670463","14853.6335562302","15125.8385146394","15344.3342939808","15897.5630395056","16817.6442268689","17777.0111588467","18751.2870603502","19414.0012214465","20547.6589012268","21363.8610383998","19721.3207241074","21912.2589614037","22757.3896159896","23087.9343626862"
"Algeria","DZA","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11728.5457286202","11314.8647352122","11241.4154174565","10743.7063534088","10414.034824164","10588.4433695616","10808.8788665465","10725.967349407","11094.8875367088","11292.0372996362","11558.2204692724","11742.5946760635","12213.1263530633","12835.1814411939","13226.7650480025","13738.4956443574","13920.6940554178","14114.6745191405","14206.7767146731","14104.4281721519","14496.4211311825","14641.9640935327","14697.5396133","14778.1914255494","15073.7629403724","15239.5171455316","15511.6858766657","15427.6641894871","15343.4261221255","15199.1989965648","14194.1557478261","14496.8654697299","14782.2002968893","15159.324237194"
"Ecuador","ECU","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9093.61180260214","9281.18249149473","9279.93728227759","9272.88995126834","9482.49172956151","9513.45553558235","9497.57349177969","9727.28188712066","9864.59662926731","9231.59260940782","9171.7510824383","9393.5430677334","9685.6215689776","9790.75094494132","10277.9999522418","10647.0863990257","10920.0352242273","10939.3443718859","11460.4053920721","11389.4948561309","11651.3422970974","12433.758980372","12945.0771751419","13672.3064630751","14047.4913782084","13864.4877052902","13569.7967959864","14161.7051815893","14066.1762612468","13853.4207787933","12425.0175450466","13539.7108484794","14263.2039756632","14472.3165053895"
"Egypt, Arab Rep.","EGY","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8006.62143741369","7876.55257554109","8034.56230125827","8079.05480680472","8221.04684775661","8423.57817499547","8662.33147869592","8950.65410694496","9245.47890469795","9588.85938515274","9981.62775083138","10117.3331821699","10143.5063455702","10250.3765500459","10451.8217511537","10700.6090373232","11211.8320229508","11782.0060717966","12391.5847624705","12728.0814586737","13128.9878334085","13082.4263680701","13076.8052395914","13058.0748239258","13136.365629827","13425.9119599775","13727.3201600494","14018.360593453","14488.2094340483","15026.5682438097","15309.2359881702","15579.0160861551","16360.3907750364","16691.1332373374"
"Eritrea","ERI","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Spain","ESP","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31639.2437145894","32362.3031667462","32503.4400436187","32001.79550761","32608.8398046137","33360.4595321225","34088.0257722628","35163.1804155404","36524.4238753667","37980.4805635377","39777.4511392104","41050.4556028293","41589.9165701649","42045.0814623891","42612.936806388","43387.0337261517","44384.7251024196","45110.2554829699","44736.9011524111","42671.5193806767","42515.486666649","42093.5805531756","40861.0136008356","40409.9896125487","41147.2442515456","42851.4140194714","44063.3811099802","45233.2388935272","46114.345026749","46682.4769985925","41372.7796657263","44091.1094602499","46479.0863833187","47141.5410387803"
"Estonia","EST","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19715.2787106298","18229.3983924816","14635.0289515651","14154.6414857499","14223.1064570236","15134.7592233647","16118.9405019454","18431.5579289911","19417.0771606919","19277.6960277292","21119.9534366523","22504.8571085816","24218.0392910177","26221.7729195392","28172.9570430027","31032.964787","34264.0250402288","37026.6529722717","35223.2400988607","30128.0237436665","30936.5566674255","33391.1092623852","34741.3703582784","35477.6382512519","36752.74485688","37403.7908576745","38549.4717886614","40672.3369008107","42030.5514625291","43435.1987695949","42099.356789487","45063.541854854","44492.1209282039","42471.8236769525"
"Ethiopia","ETH","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","874.346891442491","777.523526466933","680.834732004134","743.708447855693","741.176585782026","760.264306213613","826.99161653733","826.005175838681","772.786606923592","787.679537241639","810.270707714513","851.313384896172","838.298004099301","795.772097624193","877.114450100542","952.115617567442","1024.72906692604","1109.14324580737","1193.74722217379","1262.46391533704","1381.19037588937","1492.5338883548","1576.76867666039","1696.86506903221","1821.39152446688","1957.41444173205","2084.84044949632","2222.82813075835","2311.16499825122","2437.97033495522","2516.54894667514","2588.41296931036","2655.57791619133","2755.45709577808"
"Finland","FIN","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39167.8614763562","36663.7626596019","35251.051901949","34807.3339449709","36031.5774228921","37414.2205529396","38657.5556865374","41008.6185118091","43130.6868255286","44919.4273818484","47405.4544410342","48546.4227246366","49246.0514149077","50117.1327801624","51973.3899221873","53234.3457649456","55162.0332570064","57846.0641069409","58029.0430715557","53088.0996175495","54520.085521064","55565.1557182748","54459.2474338542","53677.8108322603","53200.7216305609","53273.14241424","54486.4615736335","56154.4184717718","56749.0057634285","57451.6270961396","55940.0755302148","57350.8712055554","58024.4772669716","57063.5249858264"
"Fiji","FJI","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8126.89069259408","7843.16248971255","8261.30380903007","8383.65120493804","8762.41467320097","8936.77814631658","9306.98253675461","9008.64449234114","9013.45209445568","9693.81255437928","9426.11376159099","9516.32774485866","9724.10084114193","9727.9564693364","10148.8777874439","10127.1115325","10222.1983002783","10050.9509498078","10092.1801097642","9910.17436680807","10167.3495688733","10412.9963189454","10537.6919727534","11019.2983032657","11621.1294818485","12131.0915617818","12419.8256693304","13090.5006401531","13612.9519955763","13567.4738284912","11254.969751223","10685.1969806618","12762.3465811337","13652.4908672464"
"France","FRA","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39674.4258103729","39963.9245124879","40368.2566549343","40048.7644587694","40850.111771751","41639.7107724801","42070.8004598642","42980.3442012862","44299.827956744","45570.0305712642","47132.485802279","47678.9054925002","47838.9249553504","47962.2856605234","48977.8225408112","49528.9962666697","50520.2256819003","51479.3862332288","51387.5415145841","49680.3834532222","50424.9555955926","51405.3856991229","51251.3758198841","51385.728508099","51652.6176345842","52018.3339614909","52327.4496645741","53262.9574468398","53945.8770003853","54856.8655855115","50610.632852668","53901.1095813953","55106.3326176772","55441.1857994818"
"Faroe Islands","FRO","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53528.7838011243","50835.9542149952","50782.3391449341","52716.933935158","56744.6519043836","60123.7267080971","63151.5044266511","63139.8057229163","63286.5842199228","64571.9171199037","65294.7517477605","67207.832475691","65131.6133759936","67757.7773227559","69338.8098239515","70373.3769321133"
"Gabon","GAB","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23884.8106997586","24665.6792294411","23268.9974720649","23551.6812533084","23794.3149295241","24344.1857400362","24595.9719624946","25359.6596581145","25585.5077964118","22713.7144403332","21717.2240796857","21604.7804441837","20981.4798584532","20875.454932591","20438.9307066657","20385.2899909189","19224.1268658447","19751.8762215872","18493.0921102841","17911.1458491175","18530.5760935555","19153.0878201005","19450.4027066851","19836.4554851473","20008.9899778779","20147.7116201858","19988.1755963249","19555.7078829222","19225.5982574739","19491.4067631457","18681.4840738605","18523.5798032193","18662.0497970114","18702.6905177984"
"United Kingdom","GBR","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35586.7408198801","35085.5066451758","35131.094304829","35919.5803010883","37206.2079842797","38047.3598316796","38930.4867478711","40742.6071237591","42006.3511993815","43146.9466738834","44859.6586102763","45836.9975791008","46462.9626840922","47704.9842824647","48600.2314461011","49586.6716820777","50395.3832489338","51317.053314639","50788.082005606","48076.3673811039","48766.2885451398","48937.4776777308","49331.7183686056","49884.4330109795","51100.3349650691","51823.9709228479","52421.0821094793","53449.2935903255","53872.9350798935","54440.1060586325","48656.1627109554","52872.1956117395","54805.4467183239","54542.016908202"
"Georgia","GEO","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12917.0944269361","10120.1628881435","5533.21082317728","3882.02029747648","3532.3200811072","3762.81153750309","4339.0046688347","4951.81291757472","5233.28837672816","5495.24505052866","5706.27236527837","6074.08643017282","6464.32539672648","7227.73705960701","7693.91525392067","8485.58670534953","9337.98906420101","10567.2747164758","10856.1031328003","10553.0896395853","11294.3685917112","12288.6828861156","13193.9596974054","13913.0018245661","14475.3135356035","14936.8434116647","15442.9564358054","16237.6242230275","17228.6790847503","18186.8816465807","17031.1440283426","18915.6534005263","20966.5280391134","22590.5293543813"
"Ghana","GHA","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2785.67114332501","2859.82702166411","2897.83543196858","2964.26600943658","2989.34731012131","3039.68873031674","3106.18555480388","3160.44504053249","3229.48228272631","3290.26865235748","3327.35199291767","3369.50702508212","3425.61820934278","3507.75105744843","3607.36522285021","3721.30785741996","3857.86154847605","3923.12567803728","4174.78124103364","4269.16005861557","4495.68916584106","5005.36732498187","5339.71321903045","5593.77481886917","5619.07233511591","5607.36635657413","5666.07795334591","5993.63085211077","6234.51208201488","6508.24652305901","6412.68541762469","6607.50297378321","6729.27440352562","6796.47361923819"
"Gibraltar","GIB","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Guinea","GIN","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2105.74729496232","2075.99194302675","2076.55062690695","2115.8664959394","2134.89769355787","2171.72552153265","2205.32363416973","2272.41100463955","2311.327353403","2346.2701835771","2358.28765608495","2412.75161959628","2498.13177495102","2473.23418295471","2477.50282602363","2501.22160456279","2478.61319510726","2587.0048887648","2629.5397474637","2537.30645758746","2594.83050344245","2673.40873029955","2762.90350938513","2802.56007024474","2834.96634347846","2869.85157178732","3099.78874189372","3332.76576150531","3455.64512638662","3557.46233883145","3630.99330577677","3738.8051255133","3792.01068836277","3949.34013510824"
"Gambia","GMB","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2653.78291392125","2623.64161607507","2604.26903326754","2586.13041645703","2508.1039153389","2456.00078113606","2439.04551648512","2486.93798396527","2502.76477124298","2589.97773860396","2658.61770579464","2737.69610805906","2578.557145742","2682.47993310133","2794.19352609118","2653.64239155191","2564.68653970519","2567.15728802982","2649.61119865306","2745.32540574768","2824.21259222517","2519.83983255672","2574.93509664061","2572.44728941685","2465.10971144823","2495.95741601525","2478.46055756999","2533.18683710276","2651.43281455826","2750.82132179634","2702.31919474482","2777.79620978324","2863.18049829859","2932.28059517915"
"Guinea-Bissau","GNB","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1913.54990898225","1968.74001774992","1932.65392452547","1909.14703900318","1910.18522222722","1944.52128051511","2125.32660973541","2220.72971288282","1690.46715114929","1937.62562955666","1920.01956120899","1969.58881151811","1997.1658209118","1946.9105108722","1924.83545997309","2003.56041860214","2007.98009416999","2008.73610505074","2047.32046256033","2044.77714586649","2104.29096417956","2215.40327811841","2120.3095474153","2131.83056906049","2096.57897338078","2168.71638085253","2227.15682963874","2277.6428917182","2307.86960988369","2379.60416810935","2360.53127915685","2450.97796398284","2507.0147245235","2578.80453427114"
"Equatorial Guinea","GNQ","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1122.81767364664","1070.82764283041","1390.47918482013","1487.81202528588","1672.34547535897","1892.11653062527","3033.84031220306","7296.10009809843","8684.6573083064","10492.4649475554","11767.4708814313","18031.964975074","20242.4309684399","21709.5751241959","28225.985816122","31302.957953874","32251.7680082519","35540.4477563657","39994.6159790647","38706.6052512135","33668.8740654852","34341.9342607505","35711.4919273537","32894.3693189101","31765.8997056851","27797.7942803179","24435.0645564801","22250.4389230263","20165.4795550607","18446.5916579681","17089.153726379","16821.4486470413","16932.7706827155","15688.2384192658"
"Greece","GRC","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26953.5227252098","27457.5090015509","27439.3048274695","26841.9097935378","27242.0042865694","27684.3669633675","27943.6837804035","28808.0105732934","29633.4354156403","30304.891348731","31430.0300875893","32721.101760906","34128.1439996817","36020.4291655928","37863.7636225679","38199.6989023278","40539.1225522666","41854.0147440724","41767.0485488521","39941.3539600089","37618.6822561473","33953.3654273703","31293.4285002274","30804.9705577422","31256.5272297049","31391.3133481755","31512.1232628438","32039.6426369839","32767.5678673514","33549.0663534841","30529.259693796","33577.510092092","35956.2517437195","36905.4535773689"
"Grenada","GRD","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8889.36283867657","8937.77707132275","8791.14249723833","8553.27660201215","8634.37396353889","8756.18058138433","9082.28099546336","9473.57864915245","10515.5495034912","11165.3273481534","11632.1744534748","11340.1824083418","11684.8591955366","12734.3250905091","12601.0714901277","14220.5512866626","13602.6854098528","14385.091845237","14472.4228873921","13471.8304089174","13363.092025109","13406.0598778032","13169.4604768133","13394.5216776985","14296.7091406227","15145.9720224376","15650.411723041","16301.4724432012","16975.247600506","17047.3549261258","14656.7208773809","15298.1231115237","16386.46233816","16946.473156154"
"Greenland","GRL","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37619.5564213788","37644.5776191862","35849.4870736657","34108.67836165","35934.1085340757","37073.5778318884","37573.3334066345","38057.1771953735","40936.5450814268","41500.6033685224","44368.720295299","44812.1694853925","44173.9284155575","46004.0781075522","49055.2174880059","51480.1326804102","54494.3100375795","55992.2393212235","59684.3556829567","60206.5380325069","60625.1628549313","60340.0526352868","61267.4653326765","60822.1356274489","63919.1545760603","62503.3971519875","65345.93201087","65396.6827812631","65979.1610559972","67604.0507009986","67560.25390278","68086.4601238175","",""
"Guatemala","GTM","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7597.36983577074","7664.83210346597","7824.98014593236","7918.1596542487","8021.06809244636","8198.19599013231","8224.92476345891","8367.07010210443","8562.96317877241","8671.44158106726","8773.45415314278","8774.20553347456","8904.63200785651","8929.25781077635","9006.98844361059","9102.88788119857","9389.2652981631","9776.20405934391","9893.01137664653","9744.09686850665","9828.4345066177","10035.5774720552","10130.350149237","10301.4208550491","10557.2344165536","10789.709472985","10876.3751133674","11009.2867444783","11196.2643955264","11470.3642213488","11101.009623613","11828.3300095601","12153.0305986535","12389.385871782"
"Guam","GUM","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Guyana","GUY","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5074.43093463084","5396.46325108723","5799.21817280263","6247.86604626659","6755.32845008452","7071.21257098784","7612.30399629994","8064.56689039595","7915.22930562599","8139.96992046344","8025.2930049306","8212.04295158038","8314.02700569955","8267.42883763062","8404.1998907171","8256.5249232416","8702.33105302837","9354.07987414031","9546.70845022915","9924.5262862017","10374.3944196875","10958.859528832","11534.9981851901","11896.9066000944","12030.0525446915","12040.0821429821","12420.4720703996","12801.640438226","12980.3571798196","13402.4215131048","19234.1295746749","22865.9321661614","37068.1968873149","49315.1603107751"
"Hong Kong SAR, China","HKG","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31598.8941926887","33124.8333089206","34895.9069206343","36428.673177604","37767.3157442432","37905.7333418223","37804.1589536709","39402.6879650798","36776.4706594564","37339.9887279469","39848.6384665799","39777.9102673691","40258.2336201672","41570.6208550992","44836.2205849367","47938.9010059236","50981.7608155493","53813.0654478819","54630.3628034831","53172.2964199592","56355.4116835942","58672.831834577","59015.3256943722","60601.5928401808","61839.7914288728","62779.7273197166","63749.3896400503","65662.8109535245","66993.9270307538","65388.3300696863","61328.5494578461","65884.9376260603","64036.7870392668","64467.5756817829"
"Honduras","HND","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4427.04022067658","4160.385966507","4289.47613686954","4440.22915654565","4325.22835322329","4464.57980710631","4421.52075329042","4497.23569802262","4536.91189605458","4386.71152187777","4579.68960840984","4578.94787944773","4627.02278723456","4714.86701000971","4885.34258343422","5056.67544412551","5263.15029099578","5461.90151889031","5566.70639487722","5313.75573967791","5396.07227927744","5488.43371596332","5600.6077605497","5644.13384802045","5705.16246265484","5812.5348879105","5926.49025534228","6099.60734919414","6219.27973775059","6264.01884276715","5603.26398377777","6202.98078812037","6352.58710177732","6468.30192068321"
